"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","6290","0","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","7.722106","0","2"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","90","90","1","7.340635","0","90"
"/InterchangeAssets/gltf/M_Default.M_Default","0","146","172","8","92.187424","0","172"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","110","120","6","0.000000","0","120"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","36","36","2","0.000000","0","36"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","118","136","6","0.000000","0","136"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","28","32","1","0.000000","0","32"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","90","100","6","0.000000","0","100"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","28","32","1","0.000000","0","32"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","110","120","6","0.000000","0","120"
"/Game/Assets/Materials/DamageNumber.DamageNumber","0","10","10","1","20.310520","0","10"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","36","42","2","0.000000","0","42"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","63","1","0.000000","0","63"
"","0","512","0","1","0.000000","513","0"
"/Game/LDToolkit/Back-end/Materials/M_PrototypeGrid.M_PrototypeGrid","0","18","21","1","115.735184","0","21"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","0","5","5","1","3.532388","1","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","50","6","40.348408","0","50"
"/Game/BossAIToolkit/Demo/DemoRoom/Materials/M_Glass.M_Glass","0","8","8","1","7.389540","3","8"
"/ControlRig/M_Manip.M_Manip","0","8","9","1","0.000000","0","9"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","36.163582","0","16"
"/Game/BossAIToolkit/Demo/DemoRoom/Materials/M_LightTube.M_LightTube","0","2","2","1","0.982285","0","2"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","39","39","1","50.851906","0","39"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","0","10","10","2","28.853436","0","10"
"/Game/MilitaryWeapDark/Weapons/Materials/M_WeaponMaster_01.M_WeaponMaster_01","0","6","6","1","4.268224","0","6"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","1.132074","0","7"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","7","1","3.320783","0","7"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","2.164066","0","25"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","2.316386","0","5"
"/Game/BossAIToolkit/Demo/DemoRoom/Materials/M_DemoWall.M_DemoWall","0","18","21","1","0.000000","0","21"
"/Game/Assets/Materials/HealthMaterial.HealthMaterial","0","3","3","1","2.287414","0","3"
"/Game/Basic_VFX/Materials/M_sphere.M_sphere","0","10","10","1","6.997464","0","10"
"/Game/Assets/Materials/M_HighLight.M_HighLight","0","26","30","1","31.203035","0","30"
"/Game/Assets/Materials/M_DoorLight_Blue.M_DoorLight_Blue","0","3","3","1","2.484572","0","3"
"/Game/Assets/Materials/M_DoorLight_Red.M_DoorLight_Red","0","3","3","1","2.456688","0","3"
"/Game/Assets/Materials/M_DoorLight_Green.M_DoorLight_Green","0","3","3","1","2.536050","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","3","3","1","0.000000","0","3"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","36"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","0.000000","0","63"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","0.000000","0","36"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","4","4","1","0.000000","0","4"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","4","1","0.000000","0","4"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","0.000000","0","9"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Game/BossAIToolkit/Demo/FX/Materials/Debris/M_ImposterRock_Translucent_MASTER.M_ImposterRock_Translucent_MASTER","0","33","36","1","41.225193","0","36"
"/Game/Fab/SciFi_Props/Materials/M_Master_2.M_Master_2","0","3","3","1","3.427681","0","3"
"/Game/Basic_VFX/Materials/M_light.M_light","0","30","30","1","32.429909","0","30"
"/Game/SciFiWorld/Shared/Materials/M_Base_PBR_Emissive.M_Base_PBR_Emissive","0","6","6","1","6.487840","0","6"
"/Game/BossAIToolkit/Demo/DemoRoom/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","10","10","1","10.499237","0","10"
"/Game/BossAIToolkit/Demo/FX/Materials/Sparks/M_hardSpark_Alpha_GPU_Random.M_hardSpark_Alpha_GPU_Random","0","15","15","1","12.596190","0","15"
"/Game/BossAIToolkit/Demo/DemoRoom/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","6","6","1","4.984407","0","6"
"/Game/BossAIToolkit/Assets/Decals/Materials/M_Telegraph.M_Telegraph","0","13","13","1","11.943870","0","13"
"/Game/BossAIToolkit/Demo/FX/Materials/Flares/M_SevarogSpeed2.M_SevarogSpeed2","0","16","18","1","17.161699","0","18"
"/Game/BossAIToolkit/Demo/FX/Materials/Sparks/M_SoulEmbers.M_SoulEmbers","0","24","24","1","15.266654","0","24"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","14","14","1","8.562613","0","14"
"/Game/BossAIToolkit/Assets/Decals/Materials/M_Telegraph_Sub.M_Telegraph_Sub","0","13","13","1","12.001301","0","13"
"/Game/BossAIToolkit/Demo/FX/Materials/Energy/M_SevarogSwirls.M_SevarogSwirls","0","16","18","1","16.656485","0","18"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.053371","0","5"
"/Game/BossAIToolkit/Assets/Weapons/M_Projectile_01.M_Projectile_01","0","3","3","1","2.260829","0","3"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.047850","0","5"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","1.124874","0","5"
"/Game/BossAIToolkit/Demo/FX/Materials/Debris/M_ImposterRock_Masked_MASTER.M_ImposterRock_Masked_MASTER","0","42","48","1","61.472305","0","48"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","16","20","2","23.162209","0","20"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","3.359828","0","6"
"/Game/BossAIToolkit/Demo/DemoRoom/Materials/M_DemoWallPattern.M_DemoWallPattern","0","9","9","3","3.025470","0","9"
"/Game/BossAIToolkit/Assets/Geometry/Meshes/M_CubeMaterial.M_CubeMaterial","0","3","3","1","2.188351","0","3"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","6.231570","0","5"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","6","6","1","14.535747","0","6"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","25","25","1","5.882227","0","25"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","13.383393","0","6"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","44.715294","0","12"
"/Game/BossAIToolkit/Assets/Weapons/M_Projectile_02.M_Projectile_02","0","3","3","1","11.802459","0","3"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","6.854422","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","20.626278","0","6"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","6","7","1","29.853870","0","7"
"/Game/BossAIToolkit/Assets/Weapons/M_Wave.M_Wave","0","6","7","1","15.818173","0","7"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","7","1","18.788322","0","7"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","14.044096","0","14"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","1.126086","0","5"
"/Game/BossAIToolkit/Assets/Weapons/M_Shield_Wood.M_Shield_Wood","0","6","6","1","4.606562","0","6"
"/Game/Basic_VFX/Materials/M_Mesh.M_Mesh","0","6","6","1","5.008891","0","6"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","1.157449","0","5"
"/Game/BossAIToolkit/Demo/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","56","64","2","62.065109","0","64"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","3","3","1","2.649833","0","3"
"/Game/BossAIToolkit/Demo/M_Material_Base.M_Material_Base","0","9","9","1","25.159807","0","9"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","9.614664","0","9"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","17.590647","0","6"
"/Game/BossAIToolkit/Demo/FX/Materials/Trails/m_CountessBlinkRibbon.m_CountessBlinkRibbon","0","10","10","1","32.088047","0","10"
"/Game/BossAIToolkit/Demo/FX/Materials/Environment/M_RockSlab.M_RockSlab","0","6","6","1","42.001835","6","18"
"/Game/BossAIToolkit/Demo/FX/Materials/Heroes/M_SparksPhoto.M_SparksPhoto","0","20","20","1","59.017403","0","20"
"/Game/BossAIToolkit/Demo/FX/Materials/Smoke/M_ShadowSwirls_BrightColors.M_ShadowSwirls_BrightColors","0","15","15","1","66.902176","0","15"
"/Game/BossAIToolkit/Demo/FX/Materials/Splines/M_Countess_Spline_Spiral.M_Countess_Spline_Spiral","0","16","18","1","100.720383","0","18"
"/Game/BossAIToolkit/Demo/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_MASTER.M_Hotdog_Spark_VLerp_MASTER","0","20","20","1","96.215202","0","20"
"/Game/BossAIToolkit/Demo/FX/Materials/Heroes/M_Terra_Halo.M_Terra_Halo","0","25","25","1","119.526329","0","25"
"/Game/BossAIToolkit/Demo/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_CameraStretch.M_Hotdog_Spark_VLerp_CameraStretch","0","15","15","1","69.868095","0","15"
"/Game/BossAIToolkit/Demo/FX/Materials/Heroes/M_SparksPhoto_GPU_Rand.M_SparksPhoto_GPU_Rand","0","32","36","1","190.816940","0","36"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","10.971665","0","2"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","78","90","1","327.881287","0","90"
"/Game/BossAIToolkit/Demo/FX/Materials/Smoke/WispySmokeSoft/M_Turbulent_SmokeSubUV_RandomColorVaration.M_Turbulent_SmokeSubUV_RandomColorVaration","0","30","15","2","71.240807","0","15"
"/Game/BossAIToolkit/Demo/FX/Materials/Smoke/M_ShadowSwirls_Masked.M_ShadowSwirls_Masked","0","42","48","1","102.375221","0","48"
"/Game/BossAIToolkit/Demo/FX/Materials/Smoke/WispySmokeSoft/M_ShadowSwirls_v1.M_ShadowSwirls_v1","0","24","24","1","43.171227","0","24"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","6.313390","0","9"
"/Game/BossAIToolkit/Demo/FX/Materials/Heroes/M_Sonic_Shockwave.M_Sonic_Shockwave","0","45","45","1","198.569305","0","45"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","11.628444","0","2"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","1.798924","0","2"
"/Game/MilitaryWeapDark/FX/Materials/M_GlowSphere_01.M_GlowSphere_01","0","20","20","1","41.930984","0","20"
"/Game/BossAIToolkit/Demo/FX/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","32","36","1","156.809357","0","36"
"/Game/MilitaryWeapDark/FX/Materials/M_Pistol_Streaks_01.M_Pistol_Streaks_01","0","15","15","1","23.965462","0","15"
"/Game/MilitaryWeapDark/FX/Materials/M_Ember_Speed_01.M_Ember_Speed_01","0","15","15","1","47.536514","0","15"
"/Game/MilitaryWeapDark/FX/Materials/M_AssaultRifle_MuzzleFlash_4x1.M_AssaultRifle_MuzzleFlash_4x1","0","15","15","1","0.000000","0","15"
"/Game/MilitaryWeapDark/FX/Materials/M_SparksImpact_2x2_01.M_SparksImpact_2x2_01","0","15","15","1","32.895664","0","15"
"/Game/MilitaryWeapDark/FX/Materials/M_Smoke_8x8_B_01.M_Smoke_8x8_B_01","0","24","24","1","68.143204","0","24"
"/Game/Assets/Enemy/Mutant/mutant_M.mutant_M","0","6","6","1","14.576236","0","6"
"/Game/MilitaryWeapDark/FX/Materials/M_Pistol_Smoke_2x2_A.M_Pistol_Smoke_2x2_A","0","24","24","1","54.151279","0","24"
"/Game/BossAIToolkit/Demo/FX/Materials/Smoke/WispySmokeSoft/M_ShadowSwirls_v2.M_ShadowSwirls_v2","0","15","15","1","32.566071","0","15"
"/Game/BossAIToolkit/Demo/FX/Materials/Energy/M_SoulHand4.M_SoulHand4","0","20","20","1","68.612053","0","20"
"/Game/BossAIToolkit/Demo/FX/Materials/Fire/M_Shockwave.M_Shockwave","0","40","44","1","140.797821","0","44"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","28.103691","0","6"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","20.349602","0","6"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","14.512120","0","5"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","41.516605","0","14"
"/Game/BossAIToolkit/Demo/FX/Materials/Fire/M_smoke_subUV.M_smoke_subUV","0","24","24","1","47.890152","0","24"
"/Game/BossAIToolkit/Demo/FX/Materials/Shockwave/M_ShockwaveFlame.M_ShockwaveFlame","0","14","14","1","43.054050","0","14"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","15.440318","0","5"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","17.244287","0","9"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","0.000000","0","6"
"/Game/BossAIToolkit/Assets/Weapons/M_Weapons_Metal.M_Weapons_Metal","0","6","6","1","13.924169","0","6"
"/Game/BossAIToolkit/Assets/Weapons/M_Shield_Metal.M_Shield_Metal","0","6","6","1","0.000000","0","6"
"/Game/BossAIToolkit/Demo/FX/Materials/Fire/M_explosion_subUV.M_explosion_subUV","0","15","15","1","11.037708","0","15"
"/Game/BossAIToolkit/Demo/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_DOF_Rand_Master.M_Hotdog_Spark_VLerp_DOF_Rand_Master","0","32","36","1","52.704670","0","36"
"/Game/BossAIToolkit/Demo/FX/Materials/Flares/M_Anime_Flare.M_Anime_Flare","0","32","36","1","36.303333","0","36"
"/Game/BossAIToolkit/Demo/FX/Materials/Heroes/M_Shockwave_Refraction_Soft.M_Shockwave_Refraction_Soft","0","18","18","1","13.246844","0","18"
"/Game/BossAIToolkit/Demo/FX/Materials/Shockwave/M_Rampage_Refract_Sphere.M_Rampage_Refract_Sphere","0","14","14","1","9.988406","0","14"
"/Game/BossAIToolkit/Demo/FX/Materials/Smoke/M_Rampage_Smoke_Cheaper.M_Rampage_Smoke_Cheaper","0","24","24","1","14.608709","0","24"
"/Game/BossAIToolkit/Demo/FX/Materials/Heroes/M_Terra_Smoke_Cheaper.M_Terra_Smoke_Cheaper","0","24","24","1","0.000000","0","24"
"/Game/BossAIToolkit/Demo/FX/Materials/Fire/m_flare_01.m_flare_01","0","20","20","1","10.368598","0","20"
"/Game/Assets/Materials/Laser_Material.Laser_Material","0","14","14","1","8.823669","0","14"
"/Game/BossAIToolkit/Demo/FX/Materials/Flares/M_Shockwave_Core.M_Shockwave_Core","0","14","14","1","10.167790","0","14"
"/Game/BossAIToolkit/Demo/FX/Materials/Debris/M_Explosion_RockChunks.M_Explosion_RockChunks","0","44","48","1","46.596214","0","48"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","333","356","1","212.338760","0","356"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","13.742396","0","24"
"/Game/BossAIToolkit/Demo/FX/Materials/Flares/M_Cone_Flare_Master.M_Cone_Flare_Master","0","21","21","1","16.215998","0","21"
"/Game/BossAIToolkit/Demo/FX/Materials/Debris/M_RockPile_MeshEmit_01.M_RockPile_MeshEmit_01","0","15","15","1","12.704604","0","15"
"/Game/BossAIToolkit/Demo/FX/Materials/Heroes/Terra/Abilities/M_Terra_Boom_Shield_Impact.M_Terra_Boom_Shield_Impact","0","36","36","1","27.557753","0","36"
